idna_subject,checker_type,destination,source,tested_at,session_id
00071xx.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.691029,b6df39350a560e7df64062af
00071vv.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.717163,b6df39350a560e7df64062af
00075365.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.998174,b6df39350a560e7df64062af
00071yy.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:19.054791,b6df39350a560e7df64062af
00071zz.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:19.140908,b6df39350a560e7df64062af
0007865.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:19.163426,b6df39350a560e7df64062af
00072023.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:24.659209,b6df39350a560e7df64062af
00078955.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:38.319769,b6df39350a560e7df64062af
0007sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:38.568769,b6df39350a560e7df64062af
00078933.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:39.652305,b6df39350a560e7df64062af
0007ylg.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:39.843207,b6df39350a560e7df64062af
0008019.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:39.901813,b6df39350a560e7df64062af
000806.vip,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:41.830632,b6df39350a560e7df64062af
00082023.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:42.235717,b6df39350a560e7df64062af
00088806.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:42.503293,b6df39350a560e7df64062af
0008154.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:42.976657,b6df39350a560e7df64062af
00078911.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:43.039783,b6df39350a560e7df64062af
0008sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:43.226253,b6df39350a560e7df64062af
00090.xyz,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:43.387837,b6df39350a560e7df64062af
00090o.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:43.653121,b6df39350a560e7df64062af
00090t.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:43.940675,b6df39350a560e7df64062af
00078922.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:44.555844,b6df39350a560e7df64062af
000900.org,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:44.789773,b6df39350a560e7df64062af
00092c.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:45.083730,b6df39350a560e7df64062af
00092dl.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:45.353970,b6df39350a560e7df64062af
0009223.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:45.889321,b6df39350a560e7df64062af
00090z.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:46.729015,b6df39350a560e7df64062af
00092ii.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:47.326831,b6df39350a560e7df64062af
00092ee.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:47.702553,b6df39350a560e7df64062af
00092l.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:47.968701,b6df39350a560e7df64062af
00092kk.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.012006,b6df39350a560e7df64062af
00092i.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.134282,b6df39350a560e7df64062af
00092q.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.407509,b6df39350a560e7df64062af
00092mm.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.618278,b6df39350a560e7df64062af
00092r.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.653298,b6df39350a560e7df64062af
00092t.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:48.920221,b6df39350a560e7df64062af
0008n.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.064098,b6df39350a560e7df64062af
00092u.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.210335,b6df39350a560e7df64062af
00092pp.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.307982,b6df39350a560e7df64062af
00092uu.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.339445,b6df39350a560e7df64062af
00098522.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.478681,b6df39350a560e7df64062af
00098777.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.576009,b6df39350a560e7df64062af
00099978.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.625915,b6df39350a560e7df64062af
0009sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.745390,b6df39350a560e7df64062af
0009tyc.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:49.903120,b6df39350a560e7df64062af
000aamm.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:50.279233,b6df39350a560e7df64062af
00078966.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:50.339639,b6df39350a560e7df64062af
000hgvip.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:50.582200,b6df39350a560e7df64062af
000hhgg.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:50.608490,b6df39350a560e7df64062af
00092s.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:50.773430,b6df39350a560e7df64062af
000m88.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:51.011188,b6df39350a560e7df64062af
000bstvip.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:51.162098,b6df39350a560e7df64062af
000yb.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:51.262857,b6df39350a560e7df64062af
000yh5.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:52.603457,b6df39350a560e7df64062af
000yabo.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:52.638627,b6df39350a560e7df64062af
000byb.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:52.714695,b6df39350a560e7df64062af
00110040.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:52.942283,b6df39350a560e7df64062af
00111381.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:53.425131,b6df39350a560e7df64062af
000zryl.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:53.596893,b6df39350a560e7df64062af
00110524.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:53.954660,b6df39350a560e7df64062af
00112004.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:54.050192,b6df39350a560e7df64062af
00112017.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:54.881792,b6df39350a560e7df64062af
00112007.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:54.967907,b6df39350a560e7df64062af
000hjd.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:54.970154,b6df39350a560e7df64062af
00113118.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:55.582372,b6df39350a560e7df64062af
00112023.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:55.912084,b6df39350a560e7df64062af
